"service_id","date","exception_type"
4,20230529,2
4,20230717,2
4,20230724,2
4,20230731,2
4,20230807,2
4,20230814,2
4,20230821,2
4,20231016,2
4,20231023,2
4,20221206,2
4,20221227,2
4,20230103,2
4,20230411,2
4,20230418,2
4,20230718,2
4,20230725,2
4,20230801,2
4,20230808,2
4,20230815,2
4,20230822,2
4,20231003,2
4,20231017,2
4,20231024,2
4,20231031,2
4,20221207,2
4,20221228,2
4,20230104,2
4,20230412,2
4,20230419,2
4,20230719,2
4,20230726,2
4,20230802,2
4,20230809,2
4,20230816,2
4,20230823,2
4,20231018,2
4,20231025,2
4,20221208,2
4,20221229,2
4,20230105,2
4,20230406,2
4,20230413,2
4,20230420,2
4,20230518,2
4,20230720,2
4,20230727,2
4,20230803,2
4,20230810,2
4,20230817,2
4,20230824,2
4,20231019,2
4,20231026,2
4,20221202,2
4,20221209,2
4,20221223,2
4,20221230,2
4,20230106,2
4,20230407,2
4,20230414,2
4,20230421,2
4,20230519,2
4,20230721,2
4,20230728,2
4,20230804,2
4,20230811,2
4,20230818,2
4,20230825,2
4,20231020,2
4,20231027,2
5,20221205,1
5,20221206,1
5,20221207,1
5,20221208,1
5,20221202,1
5,20221209,1
6,20221205,2
6,20221226,2
6,20230410,2
6,20230501,2
6,20230529,2
6,20221206,2
6,20231003,2
6,20231031,2
6,20221207,2
6,20221208,2
6,20230518,2
6,20221202,2
6,20221209,2
6,20230407,2
7,20221205,2
7,20221226,2
7,20230102,2
7,20230410,2
7,20230417,2
7,20230501,2
7,20230529,2
7,20230717,2
7,20230724,2
7,20230731,2
7,20230807,2
7,20230814,2
7,20230821,2
7,20231016,2
7,20231023,2
7,20221206,2
7,20221227,2
7,20230103,2
7,20230411,2
7,20230418,2
7,20230718,2
7,20230725,2
7,20230801,2
7,20230808,2
7,20230815,2
7,20230822,2
7,20231003,2
7,20231017,2
7,20231024,2
7,20231031,2
7,20221207,2
7,20221228,2
7,20230104,2
7,20230412,2
7,20230419,2
7,20230719,2
7,20230726,2
7,20230802,2
7,20230809,2
7,20230816,2
7,20230823,2
7,20231018,2
7,20231025,2
7,20221208,2
7,20221229,2
7,20230105,2
7,20230406,2
7,20230413,2
7,20230420,2
7,20230518,2
7,20230720,2
7,20230727,2
7,20230803,2
7,20230810,2
7,20230817,2
7,20230824,2
7,20231019,2
7,20231026,2
8,20221205,1
8,20221206,1
8,20221207,1
8,20221208,1
9,20221226,2
9,20230102,2
9,20230410,2
9,20230417,2
9,20230501,2
9,20230529,2
9,20230717,2
9,20230724,2
9,20230731,2
9,20230807,2
9,20230814,2
9,20230821,2
9,20231016,2
9,20231023,2
9,20221228,2
9,20230104,2
9,20230412,2
9,20230419,2
9,20230719,2
9,20230726,2
9,20230802,2
9,20230809,2
9,20230816,2
9,20230823,2
9,20231018,2
9,20231025,2
9,20221223,2
9,20221230,2
9,20230106,2
9,20230407,2
9,20230414,2
9,20230421,2
9,20230519,2
9,20230721,2
9,20230728,2
9,20230804,2
9,20230811,2
9,20230818,2
9,20230825,2
9,20231020,2
9,20231027,2
10,20221226,2
10,20230102,2
10,20230410,2
10,20230417,2
10,20230501,2
10,20230529,2
10,20230717,2
10,20230724,2
10,20230731,2
10,20230807,2
10,20230814,2
10,20230821,2
10,20231016,2
10,20231023,2
10,20221227,2
10,20230103,2
10,20230411,2
10,20230418,2
10,20230718,2
10,20230725,2
10,20230801,2
10,20230808,2
10,20230815,2
10,20230822,2
10,20231003,2
10,20231017,2
10,20231024,2
10,20231031,2
10,20221228,2
10,20230104,2
10,20230412,2
10,20230419,2
10,20230719,2
10,20230726,2
10,20230802,2
10,20230809,2
10,20230816,2
10,20230823,2
10,20231018,2
10,20231025,2
10,20221229,2
10,20230105,2
10,20230406,2
10,20230413,2
10,20230420,2
10,20230518,2
10,20230720,2
10,20230727,2
10,20230803,2
10,20230810,2
10,20230817,2
10,20230824,2
10,20231019,2
10,20231026,2
12,20221224,2
12,20221231,2
13,20221224,2
13,20221231,2
14,20221226,2
14,20230410,2
14,20230501,2
14,20230529,2
14,20231003,2
14,20231031,2
14,20230518,2
14,20230407,2
14,20221224,2
14,20221231,2
16,20221226,1
16,20230410,1
16,20230501,1
16,20230529,1
16,20231003,1
16,20231031,1
16,20230518,1
16,20230407,1
16,20221224,2
16,20221231,2
18,20221226,1
18,20230410,1
18,20230501,1
18,20230529,1
18,20231003,1
18,20231031,1
18,20230518,1
18,20230407,1
19,20221226,2
19,20230410,2
19,20230501,2
19,20230529,2
19,20231003,2
19,20231031,2
19,20230518,2
19,20230407,2
20,20230102,1
20,20230417,1
20,20230717,1
20,20230724,1
20,20230731,1
20,20230807,1
20,20230814,1
20,20230821,1
20,20231016,1
20,20231023,1
20,20221227,1
20,20230103,1
20,20230411,1
20,20230418,1
20,20230718,1
20,20230725,1
20,20230801,1
20,20230808,1
20,20230815,1
20,20230822,1
20,20231017,1
20,20231024,1
20,20221228,1
20,20230104,1
20,20230412,1
20,20230419,1
20,20230719,1
20,20230726,1
20,20230802,1
20,20230809,1
20,20230816,1
20,20230823,1
20,20231018,1
20,20231025,1
20,20221229,1
20,20230105,1
20,20230406,1
20,20230413,1
20,20230420,1
20,20230720,1
20,20230727,1
20,20230803,1
20,20230810,1
20,20230817,1
20,20230824,1
20,20231019,1
20,20231026,1
20,20221223,1
20,20221230,1
20,20230106,1
20,20230414,1
20,20230421,1
20,20230519,1
20,20230721,1
20,20230728,1
20,20230804,1
20,20230811,1
20,20230818,1
20,20230825,1
20,20231020,1
20,20231027,1
21,20221227,2
21,20230103,2
21,20230411,2
21,20230418,2
21,20230718,2
21,20230725,2
21,20230801,2
21,20230808,2
21,20230815,2
21,20230822,2
21,20231003,2
21,20231017,2
21,20231024,2
21,20231031,2
21,20221228,2
21,20230104,2
21,20230412,2
21,20230419,2
21,20230719,2
21,20230726,2
21,20230802,2
21,20230809,2
21,20230816,2
21,20230823,2
21,20231018,2
21,20231025,2
21,20221229,2
21,20230105,2
21,20230406,2
21,20230413,2
21,20230420,2
21,20230518,2
21,20230720,2
21,20230727,2
21,20230803,2
21,20230810,2
21,20230817,2
21,20230824,2
21,20231019,2
21,20231026,2
21,20221223,2
21,20221230,2
21,20230106,2
21,20230407,2
21,20230414,2
21,20230421,2
21,20230519,2
21,20230721,2
21,20230728,2
21,20230804,2
21,20230811,2
21,20230818,2
21,20230825,2
21,20231020,2
21,20231027,2
22,20221226,2
22,20230102,2
22,20230410,2
22,20230417,2
22,20230501,2
22,20230529,2
22,20230717,2
22,20230724,2
22,20230731,2
22,20230807,2
22,20230814,2
22,20230821,2
22,20231016,2
22,20231023,2
23,20221205,2
23,20221226,2
23,20230410,2
23,20230501,2
23,20230529,2
23,20221206,2
23,20231003,2
23,20231031,2
23,20221207,2
23,20221208,2
23,20230518,2
23,20221202,2
23,20221209,2
23,20230407,2
23,20221203,2
23,20221210,2
24,20221205,1
24,20221206,1
24,20221207,1
24,20221208,1
24,20221202,1
24,20221209,1
24,20221203,1
24,20221210,1
25,20221205,1
25,20221206,1
25,20221207,1
25,20221208,1
25,20221202,1
25,20221209,1
25,20221203,1
25,20221210,1
25,20221204,1
26,20221205,2
26,20221206,2
26,20221207,2
26,20221208,2
26,20221202,2
26,20221209,2
26,20221203,2
26,20221210,2
26,20221204,2
27,20221226,1
27,20230410,1
27,20230501,1
27,20230529,1
27,20231003,1
27,20231031,1
27,20230518,1
27,20230407,1
28,20221227,2
28,20230103,2
28,20230411,2
28,20230418,2
28,20230718,2
28,20230725,2
28,20230801,2
28,20230808,2
28,20230815,2
28,20230822,2
28,20231003,2
28,20231017,2
28,20231024,2
28,20231031,2
28,20221228,2
28,20230104,2
28,20230412,2
28,20230419,2
28,20230719,2
28,20230726,2
28,20230802,2
28,20230809,2
28,20230816,2
28,20230823,2
28,20231018,2
28,20231025,2
29,20221226,2
29,20230102,2
29,20230410,2
29,20230417,2
29,20230501,2
29,20230529,2
29,20230717,2
29,20230724,2
29,20230731,2
29,20230807,2
29,20230814,2
29,20230821,2
29,20231016,2
29,20231023,2
29,20221229,2
29,20230105,2
29,20230406,2
29,20230413,2
29,20230420,2
29,20230518,2
29,20230720,2
29,20230727,2
29,20230803,2
29,20230810,2
29,20230817,2
29,20230824,2
29,20231019,2
29,20231026,2
29,20221223,2
29,20221230,2
29,20230106,2
29,20230407,2
29,20230414,2
29,20230421,2
29,20230519,2
29,20230721,2
29,20230728,2
29,20230804,2
29,20230811,2
29,20230818,2
29,20230825,2
29,20231020,2
29,20231027,2
30,20221205,2
30,20221226,2
30,20230102,2
30,20230410,2
30,20230417,2
30,20230501,2
30,20230529,2
30,20230717,2
30,20230724,2
30,20230731,2
30,20230807,2
30,20230814,2
30,20230821,2
30,20231016,2
30,20231023,2
30,20221206,2
30,20221227,2
30,20230103,2
30,20230411,2
30,20230418,2
30,20230718,2
30,20230725,2
30,20230801,2
30,20230808,2
30,20230815,2
30,20230822,2
30,20231003,2
30,20231017,2
30,20231024,2
30,20231031,2
30,20221207,2
30,20221228,2
30,20230104,2
30,20230412,2
30,20230419,2
30,20230719,2
30,20230726,2
30,20230802,2
30,20230809,2
30,20230816,2
30,20230823,2
30,20231018,2
30,20231025,2
31,20221205,1
31,20221206,1
31,20221207,1
32,20221203,2
32,20221210,2
33,20221226,1
33,20230410,1
33,20230501,1
33,20230529,1
33,20231003,1
33,20231031,1
33,20230518,1
33,20230407,1
33,20221203,2
33,20221210,2
33,20221204,2
34,20221203,1
34,20221210,1
35,20221203,1
35,20221210,1
35,20221204,1
36,20221231,2
37,20221205,2
37,20221206,2
37,20221207,2
37,20221208,2
37,20221202,2
37,20221209,2
37,20221203,2
37,20221210,2
37,20221231,2
37,20221204,2
38,20221205,2
38,20221206,2
38,20221207,2
38,20221208,2
38,20221202,2
38,20221209,2
38,20221203,2
38,20221210,2
38,20221231,2
38,20221204,2
38,20230101,2
39,20221226,1
39,20230410,1
39,20230501,1
39,20230529,1
39,20231003,1
39,20231031,1
39,20230518,1
39,20230407,1
39,20221204,2
40,20221204,1
41,20230102,2
41,20230417,2
41,20230717,2
41,20230724,2
41,20230731,2
41,20230807,2
41,20230814,2
41,20230821,2
41,20231016,2
41,20231023,2
41,20221227,2
41,20230103,2
41,20230411,2
41,20230418,2
41,20230718,2
41,20230725,2
41,20230801,2
41,20230808,2
41,20230815,2
41,20230822,2
41,20231017,2
41,20231024,2
41,20221228,2
41,20230104,2
41,20230412,2
41,20230419,2
41,20230719,2
41,20230726,2
41,20230802,2
41,20230809,2
41,20230816,2
41,20230823,2
41,20231018,2
41,20231025,2
41,20221229,2
41,20230105,2
41,20230406,2
41,20230413,2
41,20230420,2
41,20230720,2
41,20230727,2
41,20230803,2
41,20230810,2
41,20230817,2
41,20230824,2
41,20231019,2
41,20231026,2
41,20221223,2
41,20221230,2
41,20230106,2
41,20230414,2
41,20230421,2
41,20230519,2
41,20230721,2
41,20230728,2
41,20230804,2
41,20230811,2
41,20230818,2
41,20230825,2
41,20231020,2
41,20231027,2
41,20221224,2
41,20221231,2
42,20221226,2
42,20230102,2
42,20230410,2
42,20230417,2
42,20230501,2
42,20230529,2
42,20230717,2
42,20230724,2
42,20230731,2
42,20230807,2
42,20230814,2
42,20230821,2
42,20231016,2
42,20231023,2
42,20221227,2
42,20230103,2
42,20230411,2
42,20230418,2
42,20230718,2
42,20230725,2
42,20230801,2
42,20230808,2
42,20230815,2
42,20230822,2
42,20231003,2
42,20231017,2
42,20231024,2
42,20231031,2
42,20221228,2
42,20230104,2
42,20230412,2
42,20230419,2
42,20230719,2
42,20230726,2
42,20230802,2
42,20230809,2
42,20230816,2
42,20230823,2
42,20231018,2
42,20231025,2
42,20221229,2
42,20230105,2
42,20230406,2
42,20230413,2
42,20230420,2
42,20230518,2
42,20230720,2
42,20230727,2
42,20230803,2
42,20230810,2
42,20230817,2
42,20230824,2
42,20231019,2
42,20231026,2
42,20221223,2
42,20221230,2
42,20230106,2
42,20230407,2
42,20230414,2
42,20230421,2
42,20230519,2
42,20230721,2
42,20230728,2
42,20230804,2
42,20230811,2
42,20230818,2
42,20230825,2
42,20231020,2
42,20231027,2
42,20221224,2
42,20221231,2
43,20221226,2
43,20230410,2
43,20230501,2
43,20230529,2
43,20231003,2
43,20231031,2
43,20230518,2
43,20230407,2
43,20221224,1
43,20221231,1
44,20230102,1
44,20230417,1
44,20230717,1
44,20230724,1
44,20230731,1
44,20230807,1
44,20230814,1
44,20230821,1
44,20231016,1
44,20231023,1
44,20221227,1
44,20230103,1
44,20230411,1
44,20230418,1
44,20230718,1
44,20230725,1
44,20230801,1
44,20230808,1
44,20230815,1
44,20230822,1
44,20231017,1
44,20231024,1
44,20221228,1
44,20230104,1
44,20230412,1
44,20230419,1
44,20230719,1
44,20230726,1
44,20230802,1
44,20230809,1
44,20230816,1
44,20230823,1
44,20231018,1
44,20231025,1
44,20221229,1
44,20230105,1
44,20230406,1
44,20230413,1
44,20230420,1
44,20230720,1
44,20230727,1
44,20230803,1
44,20230810,1
44,20230817,1
44,20230824,1
44,20231019,1
44,20231026,1
44,20221223,1
44,20221230,1
44,20230106,1
44,20230414,1
44,20230421,1
44,20230519,1
44,20230721,1
44,20230728,1
44,20230804,1
44,20230811,1
44,20230818,1
44,20230825,1
44,20231020,1
44,20231027,1
44,20221224,1
44,20221231,1
45,20221205,1
46,20221206,1
47,20221207,1
48,20221208,1
49,20221202,1
49,20221209,1
50,20221202,2
50,20221209,2
50,20221223,2
50,20221230,2
50,20230106,2
50,20230407,2
50,20230414,2
50,20230421,2
50,20230519,2
50,20230721,2
50,20230728,2
50,20230804,2
50,20230811,2
50,20230818,2
50,20230825,2
50,20231020,2
50,20231027,2
51,20221208,2
51,20221229,2
51,20230105,2
51,20230406,2
51,20230413,2
51,20230420,2
51,20230518,2
51,20230720,2
51,20230727,2
51,20230803,2
51,20230810,2
51,20230817,2
51,20230824,2
51,20231019,2
51,20231026,2
52,20221207,2
52,20221228,2
52,20230104,2
52,20230412,2
52,20230419,2
52,20230719,2
52,20230726,2
52,20230802,2
52,20230809,2
52,20230816,2
52,20230823,2
52,20231018,2
52,20231025,2
53,20221206,2
53,20221227,2
53,20230103,2
53,20230411,2
53,20230418,2
53,20230718,2
53,20230725,2
53,20230801,2
53,20230808,2
53,20230815,2
53,20230822,2
53,20231003,2
53,20231017,2
53,20231024,2
53,20231031,2
54,20221205,2
54,20221226,2
54,20230102,2
54,20230410,2
54,20230417,2
54,20230501,2
54,20230529,2
54,20230717,2
54,20230724,2
54,20230731,2
54,20230807,2
54,20230814,2
54,20230821,2
54,20231016,2
54,20231023,2
55,20230102,1
55,20230417,1
55,20230717,1
55,20230724,1
55,20230731,1
55,20230807,1
55,20230814,1
55,20230821,1
55,20231016,1
55,20231023,1
55,20221227,1
55,20230103,1
55,20230411,1
55,20230418,1
55,20230718,1
55,20230725,1
55,20230801,1
55,20230808,1
55,20230815,1
55,20230822,1
55,20231017,1
55,20231024,1
55,20221228,1
55,20230104,1
55,20230412,1
55,20230419,1
55,20230719,1
55,20230726,1
55,20230802,1
55,20230809,1
55,20230816,1
55,20230823,1
55,20231018,1
55,20231025,1
55,20221229,1
55,20230105,1
55,20230406,1
55,20230413,1
55,20230420,1
55,20230720,1
55,20230727,1
55,20230803,1
55,20230810,1
55,20230817,1
55,20230824,1
55,20231019,1
55,20231026,1
55,20221223,1
55,20221230,1
55,20230106,1
55,20230414,1
55,20230421,1
55,20230519,1
55,20230721,1
55,20230728,1
55,20230804,1
55,20230811,1
55,20230818,1
55,20230825,1
55,20231020,1
55,20231027,1
55,20221203,2
55,20221210,2
56,20221227,2
56,20230103,2
56,20230411,2
56,20230418,2
56,20230718,2
56,20230725,2
56,20230801,2
56,20230808,2
56,20230815,2
56,20230822,2
56,20231003,2
56,20231017,2
56,20231024,2
56,20231031,2
56,20221228,2
56,20230104,2
56,20230412,2
56,20230419,2
56,20230719,2
56,20230726,2
56,20230802,2
56,20230809,2
56,20230816,2
56,20230823,2
56,20231018,2
56,20231025,2
56,20221229,2
56,20230105,2
56,20230406,2
56,20230413,2
56,20230420,2
56,20230518,2
56,20230720,2
56,20230727,2
56,20230803,2
56,20230810,2
56,20230817,2
56,20230824,2
56,20231019,2
56,20231026,2
57,20221226,2
57,20230102,2
57,20230410,2
57,20230417,2
57,20230501,2
57,20230529,2
57,20230717,2
57,20230724,2
57,20230731,2
57,20230807,2
57,20230814,2
57,20230821,2
57,20231016,2
57,20231023,2
57,20221227,2
57,20230103,2
57,20230411,2
57,20230418,2
57,20230718,2
57,20230725,2
57,20230801,2
57,20230808,2
57,20230815,2
57,20230822,2
57,20231003,2
57,20231017,2
57,20231024,2
57,20231031,2
57,20221228,2
57,20230104,2
57,20230412,2
57,20230419,2
57,20230719,2
57,20230726,2
57,20230802,2
57,20230809,2
57,20230816,2
57,20230823,2
57,20231018,2
57,20231025,2
57,20221223,2
57,20221230,2
57,20230106,2
57,20230407,2
57,20230414,2
57,20230421,2
57,20230519,2
57,20230721,2
57,20230728,2
57,20230804,2
57,20230811,2
57,20230818,2
57,20230825,2
57,20231020,2
57,20231027,2
58,20221229,2
58,20230105,2
58,20230406,2
58,20230413,2
58,20230420,2
58,20230518,2
58,20230720,2
58,20230727,2
58,20230803,2
58,20230810,2
58,20230817,2
58,20230824,2
58,20231019,2
58,20231026,2
59,20221223,2
59,20221230,2
59,20230106,2
59,20230407,2
59,20230414,2
59,20230421,2
59,20230519,2
59,20230721,2
59,20230728,2
59,20230804,2
59,20230811,2
59,20230818,2
59,20230825,2
59,20231020,2
59,20231027,2
60,20221207,2
61,20221206,2
61,20231003,2
61,20231031,2
62,20221202,2
62,20221209,2
62,20230407,2
63,20221208,2
63,20230518,2
64,20221205,2
64,20221226,2
64,20230410,2
64,20230501,2
64,20230529,2
65,20221205,2
65,20221226,2
65,20230102,2
65,20230410,2
65,20230417,2
65,20230501,2
65,20230529,2
65,20230717,2
65,20230724,2
65,20230731,2
65,20230807,2
65,20230814,2
65,20230821,2
65,20231016,2
65,20231023,2
65,20221206,2
65,20221227,2
65,20230103,2
65,20230411,2
65,20230418,2
65,20230718,2
65,20230725,2
65,20230801,2
65,20230808,2
65,20230815,2
65,20230822,2
65,20231003,2
65,20231017,2
65,20231024,2
65,20231031,2
66,20221205,1
66,20221206,1
67,20221223,1
67,20221230,1
67,20230106,1
67,20230414,1
67,20230421,1
67,20230519,1
67,20230721,1
67,20230728,1
67,20230804,1
67,20230811,1
67,20230818,1
67,20230825,1
67,20231020,1
67,20231027,1
68,20221229,1
68,20230105,1
68,20230406,1
68,20230413,1
68,20230420,1
68,20230720,1
68,20230727,1
68,20230803,1
68,20230810,1
68,20230817,1
68,20230824,1
68,20231019,1
68,20231026,1
69,20221228,1
69,20230104,1
69,20230412,1
69,20230419,1
69,20230719,1
69,20230726,1
69,20230802,1
69,20230809,1
69,20230816,1
69,20230823,1
69,20231018,1
69,20231025,1
70,20221227,1
70,20230103,1
70,20230411,1
70,20230418,1
70,20230718,1
70,20230725,1
70,20230801,1
70,20230808,1
70,20230815,1
70,20230822,1
70,20231017,1
70,20231024,1
71,20230102,1
71,20230417,1
71,20230717,1
71,20230724,1
71,20230731,1
71,20230807,1
71,20230814,1
71,20230821,1
71,20231016,1
71,20231023,1
72,20221231,2
73,20221204,2
74,20221203,2
74,20221210,2
74,20221204,2
75,20221226,1
75,20230410,1
75,20230501,1
75,20230529,1
75,20231003,1
75,20231031,1
75,20230518,1
75,20230407,1
75,20221203,2
75,20221210,2
75,20221224,2
75,20221231,2
75,20221204,2
76,20221203,2
76,20221210,2
76,20221224,2
76,20221231,2
76,20221204,2
77,20230407,2
78,20221226,2
78,20230410,2
78,20230501,2
78,20230529,2
78,20231003,2
78,20231031,2
78,20230518,2
79,20230407,2
79,20221203,1
79,20221210,1
80,20230407,2
81,20221202,1
81,20221209,1
81,20221203,1
81,20221210,1
82,20221226,1
82,20230410,1
82,20230501,1
82,20230529,1
82,20231003,1
82,20231031,1
82,20230518,1
82,20230407,1
82,20221224,1
82,20221204,2
83,20221202,2
83,20221209,2
83,20230407,2
83,20221203,2
83,20221210,2
84,20221228,2
84,20230104,2
84,20230412,2
84,20230419,2
84,20230719,2
84,20230726,2
84,20230802,2
84,20230809,2
84,20230816,2
84,20230823,2
84,20231018,2
84,20231025,2
85,20221205,1
85,20230102,1
85,20230417,1
85,20230717,1
85,20230724,1
85,20230731,1
85,20230807,1
85,20230814,1
85,20230821,1
85,20231016,1
85,20231023,1
85,20221206,1
85,20221227,1
85,20230103,1
85,20230411,1
85,20230418,1
85,20230718,1
85,20230725,1
85,20230801,1
85,20230808,1
85,20230815,1
85,20230822,1
85,20231017,1
85,20231024,1
85,20221207,1
85,20221228,1
85,20230104,1
85,20230412,1
85,20230419,1
85,20230719,1
85,20230726,1
85,20230802,1
85,20230809,1
85,20230816,1
85,20230823,1
85,20231018,1
85,20231025,1
85,20221208,1
85,20221229,1
85,20230105,1
85,20230406,1
85,20230413,1
85,20230420,1
85,20230720,1
85,20230727,1
85,20230803,1
85,20230810,1
85,20230817,1
85,20230824,1
85,20231019,1
85,20231026,1
85,20221202,1
85,20221209,1
85,20221223,1
85,20221230,1
85,20230106,1
85,20230414,1
85,20230421,1
85,20230519,1
85,20230721,1
85,20230728,1
85,20230804,1
85,20230811,1
85,20230818,1
85,20230825,1
85,20231020,1
85,20231027,1
86,20221227,2
86,20230103,2
86,20230411,2
86,20230418,2
86,20230718,2
86,20230725,2
86,20230801,2
86,20230808,2
86,20230815,2
86,20230822,2
86,20231003,2
86,20231017,2
86,20231024,2
86,20231031,2
86,20221223,2
86,20221230,2
86,20230106,2
86,20230407,2
86,20230414,2
86,20230421,2
86,20230519,2
86,20230721,2
86,20230728,2
86,20230804,2
86,20230811,2
86,20230818,2
86,20230825,2
86,20231020,2
86,20231027,2
87,20221226,2
87,20230102,2
87,20230410,2
87,20230417,2
87,20230501,2
87,20230529,2
87,20230717,2
87,20230724,2
87,20230731,2
87,20230807,2
87,20230814,2
87,20230821,2
87,20231016,2
87,20231023,2
87,20221228,2
87,20230104,2
87,20230412,2
87,20230419,2
87,20230719,2
87,20230726,2
87,20230802,2
87,20230809,2
87,20230816,2
87,20230823,2
87,20231018,2
87,20231025,2
87,20221229,2
87,20230105,2
87,20230406,2
87,20230413,2
87,20230420,2
87,20230518,2
87,20230720,2
87,20230727,2
87,20230803,2
87,20230810,2
87,20230817,2
87,20230824,2
87,20231019,2
87,20231026,2
88,20221226,2
88,20230102,2
88,20230410,2
88,20230417,2
88,20230501,2
88,20230529,2
88,20230717,2
88,20230724,2
88,20230731,2
88,20230807,2
88,20230814,2
88,20230821,2
88,20231016,2
88,20231023,2
88,20221227,2
88,20230103,2
88,20230411,2
88,20230418,2
88,20230718,2
88,20230725,2
88,20230801,2
88,20230808,2
88,20230815,2
88,20230822,2
88,20231003,2
88,20231017,2
88,20231024,2
88,20231031,2
88,20221228,2
88,20230104,2
88,20230412,2
88,20230419,2
88,20230719,2
88,20230726,2
88,20230802,2
88,20230809,2
88,20230816,2
88,20230823,2
88,20231018,2
88,20231025,2
88,20221229,2
88,20230105,2
88,20230406,2
88,20230413,2
88,20230420,2
88,20230518,2
88,20230720,2
88,20230727,2
88,20230803,2
88,20230810,2
88,20230817,2
88,20230824,2
88,20231019,2
88,20231026,2
88,20221223,2
88,20221230,2
88,20230106,2
88,20230407,2
88,20230414,2
88,20230421,2
88,20230519,2
88,20230721,2
88,20230728,2
88,20230804,2
88,20230811,2
88,20230818,2
88,20230825,2
88,20231020,2
88,20231027,2
89,20230102,2
89,20230417,2
89,20230717,2
89,20230724,2
89,20230731,2
89,20230807,2
89,20230814,2
89,20230821,2
89,20231016,2
89,20231023,2
89,20221227,2
89,20230103,2
89,20230411,2
89,20230418,2
89,20230718,2
89,20230725,2
89,20230801,2
89,20230808,2
89,20230815,2
89,20230822,2
89,20231017,2
89,20231024,2
89,20221228,2
89,20230104,2
89,20230412,2
89,20230419,2
89,20230719,2
89,20230726,2
89,20230802,2
89,20230809,2
89,20230816,2
89,20230823,2
89,20231018,2
89,20231025,2
89,20221229,2
89,20230105,2
89,20230406,2
89,20230413,2
89,20230420,2
89,20230720,2
89,20230727,2
89,20230803,2
89,20230810,2
89,20230817,2
89,20230824,2
89,20231019,2
89,20231026,2
89,20221223,2
89,20221230,2
89,20230106,2
89,20230414,2
89,20230421,2
89,20230519,2
89,20230721,2
89,20230728,2
89,20230804,2
89,20230811,2
89,20230818,2
89,20230825,2
89,20231020,2
89,20231027,2
90,20221231,1
91,20221203,2
91,20221210,2
91,20221231,2
92,20221205,1
92,20221206,1
92,20221208,1
92,20221202,1
92,20221209,1
93,20221205,1
93,20221206,1
93,20221207,1
93,20221208,1
93,20221202,1
93,20221209,1
94,20221205,2
94,20221226,2
94,20230102,2
94,20230410,2
94,20230417,2
94,20230501,2
94,20230529,2
94,20230717,2
94,20230724,2
94,20230731,2
94,20230807,2
94,20230814,2
94,20230821,2
94,20231016,2
94,20231023,2
94,20221206,2
94,20221227,2
94,20230103,2
94,20230411,2
94,20230418,2
94,20230718,2
94,20230725,2
94,20230801,2
94,20230808,2
94,20230815,2
94,20230822,2
94,20231003,2
94,20231017,2
94,20231024,2
94,20231031,2
94,20221207,2
94,20221228,2
94,20230104,2
94,20230412,2
94,20230419,2
94,20230719,2
94,20230726,2
94,20230802,2
94,20230809,2
94,20230816,2
94,20230823,2
94,20231018,2
